sample_id,default,revenue_growth,profit_margin,roa,roe,current_ratio,quick_ratio,debt_to_equity,debt_to_asset,dscr,inventory_turnover,receivable_turnover,asset_turnover,free_cash_flow,operating_cash_flow_ratio,cash_conversion_cycle,days_sales_outstanding,days_payables_outstanding,avg_daily_balance,min_balance_3m,cash_flow_volatility,net_cash_flow,overdraft_count,cic_score,num_active_loans,total_outstanding_debt,max_past_due_days,num_past_due_30d,num_past_due_90d,debt_burden_ratio,credit_history_length,previous_default_history,num_transactions_3m,avg_monthly_deposits,avg_monthly_withdrawals,transaction_regularity_score,owner_age,owner_education,owner_experience,product_differentiation_score,industry_competition_intensity,supplier_relationships,customer_concentration,digital_footprint,business_age,num_employees,employee_productivity_score,revenue_capacity_ratio,financial_data_reliability_score,business_certification_count,founding_year,years_at_current_location,industry_changes_count,past_bankruptcy,ownership_stability,industry_code,industry_risk_score,industry_lifecycle_stage,district_code,district_risk_score,business_zone,district_business_density,avg_income_district,has_collateral,collateral_value,loan_to_value,collateral_liquidity_score,collateral_type
593,0,0.2486349945486896,0.0352551400637073,0.0310984526962253,0.0588891629203264,1.637150657059249,1.2342355387871624,0.9472795898980576,0.4785650707336961,0.6841139401053716,5.770189231666296,4.277235839535835,0.8943464896317423,240188.92005781195,0.9812727815172656,107.07107169116888,85.33548620961938,41.52057221894874,16721561.0,3998269.0,6.79,326177.0,0,673,0,2170700000.0,0,0,0,3.0,2.4,0,17,9378766.0,9052589.0,5.550639602235196,43,Bachelor,4,4.829358515744879,7.218476711143845,8.500117988288629,0.32190472049068,5.797194731532702,17,29,3.6942597922510094,0.7950098701681373,4.382407050580139,1,2007,12,0,0,8.416883669336157,46,6,Mature,16,6.423057189482031,Industrial,211.14990718941644,13.50485535282197,1,56087566.24292703,0.6353071795291851,7.7122121783599695,Real Estate
246,0,0.1191660621106634,0.0312946858560312,0.0203902027980882,0.0365441548367913,1.577745534533931,1.1971506320885297,0.8207735400211646,0.43434869969056,0.5046430541464187,5.004521852255884,1.900777909451256,0.6435671575408888,835224.2784259584,0.5060326892465394,144.73255454968836,120.0,48.20148605910012,5046775.0,556006.0,5.03,943049.0,0,633,4,8900000.0,0,0,0,2.27,2.0,1,17,6769070.0,5826021.0,4.453709706983366,55,Vocational,10,6.298522410735459,7.898009573345547,6.639481920216963,0.4419513923001761,7.64517572209826,20,8,6.214316624508775,0.729439717734799,8.213941074925817,1,2004,18,1,0,6.887272396387639,46,6,Mature,4,3.1501123452541897,Suburban,277.4366159684954,11.610472186927534,0,0.0,0.0,6.104655123972444,
1094,0,-0.1268024297040656,0.072493926535324,0.0477893226072114,0.0869022559788585,1.380760783843855,1.0921077549827398,0.8619866232481764,0.4607248931251794,1.0655520930834226,6.76207895045257,4.118986416977794,0.6709771204009785,-571253.55926763,1.4146314598146787,108.77843776876946,88.61403341742745,33.81307841312221,3015611.0,1581338.0,10.35,-711809.0,0,652,1,420300000.0,0,0,0,3.0,2.4,0,20,10996301.0,11708110.0,4.425223285251805,25,Vocational,5,4.111930880984442,4.53868399949951,5.040920128003121,0.248789773721038,3.192154670569679,4,58,3.07059316742914,0.5216920032823003,5.24373533012478,3,2020,3,0,0,8.160162066990232,10,4,Mature,23,6.074918472502184,Urban,451.8341452665913,15.140071706059835,0,0.0,0.0,5.333726311754938,
2782,0,0.123279669519514,0.0507854439822626,0.0588129320506814,0.1195255857177242,1.4872140503499378,1.019713084630701,1.1802088068427417,0.5529728408737644,1.134663072949789,7.854669405249662,7.802040528607765,1.1863821479890744,-560591.4256425285,0.7862365710903956,37.51513169758934,46.78263316649707,55.7366755573872,1522257.0,254172.0,33.78,-645300.0,0,617,2,68700000.0,0,0,0,3.0,1.4,0,18,4902474.0,5547775.0,7.824904788304615,45,Bachelor,9,3.287959143749243,8.477427383697467,6.622126558710127,0.5868704713158814,8.923973323201473,2,61,5.381560047547251,0.6389377246681331,8.077297646539876,0,2022,1,0,0,5.194379969485041,56,8,Growth,12,5.9479899522042725,Suburban,153.58441477617708,10.226107148232709,1,95715512.65375371,0.781617285552884,5.741184586879829,Real Estate
887,0,0.2663175443555806,0.030339098649811,0.0357535321786726,0.0663085243869662,1.8983777468727647,1.2620572250575706,0.7920747726433806,0.4352186614560949,0.83180036468142,6.943264122839944,6.266714774639502,1.1861222013338275,-199987.9470619305,1.3997046534384794,74.60701240676738,58.24423372148718,36.20615626266864,12333772.0,3121920.0,32.95,-240790.0,0,679,0,55500000.0,0,0,0,3.0,1.5,0,28,13470597.0,13711387.0,5.358259382254115,44,Bachelor,12,4.750807659840163,7.309525057012501,5.149194978993477,0.2277152812361248,7.581249834744037,10,33,4.636079066033511,0.4762549054501004,5.5352419184476895,0,2014,8,0,0,7.830253145508458,46,6,Mature,23,3.317150161459735,Urban,514.9403562721907,15.645719197733532,1,107826036.71964324,0.5133411526915683,7.322594806678997,Vehicle
1417,0,0.3157156977706672,0.0653135627424782,0.0474102610167534,0.0467727112898055,1.515463951420002,1.046941522147299,0.3327636258543602,0.2972599847393823,1.6582877860490446,4.003843828760085,3.890827547387022,0.7590420726151331,-246615.08709540853,0.7985316007105074,145.82994669636471,93.8103772409868,39.14282738391977,4385581.0,1085670.0,20.03,-348391.0,0,652,1,38700000.0,0,0,0,2.53,3.5,0,19,7639602.0,7987994.0,4.310663447113415,52,Master,7,4.421129253187712,5.987129998706631,6.082628244197798,0.3188554478271869,4.341522860503282,14,14,7.332485543225827,0.6037510724045023,4.046891049469395,2,2010,10,0,0,8.290980873864166,10,4,Mature,15,5.088923741676343,Industrial,346.9201637032305,10.555300042677963,1,376736007.5955792,0.6752700649127541,7.408621368624584,Vehicle
1098,0,0.1710880781159913,0.0976735996125713,0.0997004391106447,0.1551519839822002,1.5472972002413257,1.0961951403609649,0.3560431910449403,0.3059198033682335,2.8114075401986067,6.419372692076431,5.701177144425215,1.027814815557085,-91330.03336931903,0.397918464005806,89.57117662901663,64.02186614336446,31.309827861390257,1363005.0,739381.0,15.93,-123873.0,0,550,5,22000000.0,0,0,0,3.0,4.2,0,10,854086.0,977959.0,4.218090235513119,55,Vocational,6,6.040352238495408,5.221644414327853,8.517540526785293,0.2888302799775718,4.129989417007698,4,41,5.736425838480921,0.990868624976995,4.147265263088057,3,2020,3,1,0,7.020798032415586,10,4,Mature,23,6.167094395809617,Urban,562.7731878427398,15.70371067930376,1,206995207.4759777,0.773963703193389,6.705598374088468,Real Estate
388,0,0.1560572861862043,0.0335579072618196,0.0390655698132808,0.058110057484731,2.1963014518644046,1.2816706224271843,0.4203046737488362,0.3244523962423234,1.1102761862554025,4.494170520425157,6.664449753796324,1.1913518708957869,-3450932.068008063,0.9688046034876096,83.70545473838817,54.76821245326099,52.27907969045072,53746676.0,21634952.0,9.77,-4692031.0,0,743,3,376500000.0,0,0,0,3.0,2.3,0,69,80516543.0,85208574.0,5.805344130957154,42,Vocational,6,3.065813857159488,6.008741289572025,8.692159077063714,0.4484959571237475,7.471449431501736,7,14,3.188458984901726,0.7669809623263548,5.502298167110787,1,2017,3,1,0,6.046944797188555,46,6,Mature,17,6.68319637818961,Suburban,241.94190444677724,11.538181860525953,0,0.0,0.0,5.164745854037879,
643,0,0.2134366051546457,0.0267054930773081,0.0193340181305991,0.025607377087965,1.6440775241614114,1.2548175564739237,0.4752990549433564,0.3567208148135816,0.5340092460421678,6.906601741319943,3.4762993105956035,0.7698390883935805,657044.3212850109,0.8616828650811481,113.00678826369632,104.99671270753254,44.83791158291277,4406842.0,1189099.0,14.33,885159.0,0,637,1,42900000.0,0,0,0,3.0,6.2,0,17,5439617.0,4554458.0,7.055988197278172,39,Bachelor,7,5.440417385985723,6.474516975269381,5.37645067883402,0.5027587508435527,7.018676718718631,11,38,5.48291262887644,0.8567537019775225,6.975965937596037,4,2013,2,0,0,5.461295685316484,46,6,Mature,18,4.041235417624181,Suburban,289.16749629401147,11.543741646014809,0,0.0,0.0,4.638770967058803,
306,0,0.1424684740267182,0.0297158661874212,0.0296269437986907,0.042174834924076,1.5604316521448245,1.14494178085243,0.3880364515849491,0.3098161263821242,0.8817869136912064,4.7029460691324205,3.946779698174885,0.9835517562730802,-1439917.420779733,0.7206246411433941,126.7975652695644,92.48045949176932,43.29382035968744,2925612.0,650576.0,22.92,-1608540.0,0,655,1,153000000.0,0,0,0,3.0,2.0,0,21,13463823.0,15072363.0,5.09596240189036,34,High School,9,6.272882570870692,7.599357606549628,5.07323774385099,0.5752341038064616,6.117954648104249,10,7,3.088055616814742,0.721880917308287,7.638101851136797,3,2014,7,0,0,6.17325757698617,46,6,Mature,5,3.37787892681547,CBD,831.7673060390722,16.242290273878492,1,154475025.34593356,0.62942501786242,7.839063034341767,Real Estate
958,0,-0.0304455679520135,0.0369600286923338,0.0289797622297201,0.0726066256800892,1.8484786019764807,1.3506706523599896,1.517595214717835,0.636151765467518,0.4015967378992234,4.438448810044384,3.786852873029152,0.7418532015694478,-23043.92849294417,0.8035528593681724,128.30302250811832,96.38610535931168,50.31902059006978,16940207.0,3357899.0,29.85,-32484.0,2,672,1,237500000.0,0,0,0,3.0,3.8,0,28,13840922.0,13873405.0,7.572554873517734,31,Bachelor,9,7.071136640365355,7.3632549967195535,8.874038836250387,0.3086088902151899,6.948100043413445,9,36,7.050224894672539,0.4725187286264442,7.519564322244731,2,2015,7,0,0,7.982575010098614,46,6,Mature,12,4.0632353358953885,Industrial,251.7526942668416,12.073004015341004,1,486214971.9341198,0.5057444873576439,6.728612448090191,Real Estate
284,1,0.1656899090031749,0.035573904227245,0.0405679667296287,0.0729557571434988,1.8363045309436272,1.2405680686716458,0.8520381045111562,0.4417575494482854,0.9859693460911207,6.846551886273392,6.767855590743844,1.1782897707309736,-152907.39922330572,1.3590718521268168,55.83469697107122,53.93141078530067,51.408220987904144,778473.0,84993.0,26.43,-212727.0,0,588,1,84600000.0,0,0,0,3.0,4.5,0,13,1578374.0,1791101.0,5.671424746088526,30,Vocational,7,5.377850383768267,7.691525292235609,4.310759635662837,0.4053608741302485,6.3305596414274845,7,7,3.4834875687352795,0.4079374370678211,7.306139151140746,1,2017,4,0,0,7.11407500538272,46,6,Mature,14,6.440792725232816,CBD,816.5372546911154,19.424658356391863,0,0.0,0.0,3.41289086658022,
212,0,-0.0358094730009306,0.0291117931102922,0.0230990857007913,0.0423755399899768,1.8219667536987736,1.353320191862335,0.9507622359483704,0.4677751216242286,0.5470575957017696,4.984661111990688,3.796611980962817,0.8038960980567631,-3436581.076633554,1.108374500969889,135.66342915551863,96.13834698678804,33.69955473225877,11954684.0,2340257.0,16.64,-4099078.0,0,706,2,65200000.0,0,0,0,3.0,2.5,1,45,20917016.0,25016094.0,6.036008734146953,62,Bachelor,6,3.919560256164125,7.1654374042660445,8.37219392580372,0.2090461832656745,5.863848108897911,2,36,6.909463542451638,0.9120039345636236,5.456335861674172,0,2022,1,0,0,6.623444939875489,46,6,Mature,10,5.628470304842374,Industrial,299.8748252699056,11.88024294945056,0,0.0,0.0,6.32636236412811,
2148,0,-0.0579463512828977,0.0608688630425193,0.058811707851955,0.083579744010826,1.5670327330479703,1.2130088203912854,0.2323487463812006,0.2677951435741837,1.7462487223618286,9.09869795347079,8.116840289254759,0.968235480719562,241612.36223802628,1.379098701947043,27.45178261569632,44.968237268779895,57.63208458898744,4067358.0,1580085.0,30.26,313148.0,0,608,1,9400000.0,0,0,0,1.59,3.4,0,14,3311277.0,2998129.0,5.155831276562869,42,Vocational,6,4.142625738533722,8.80671394347575,4.520042445294599,0.570768276926356,7.062066048526268,5,39,6.749914482613083,0.5748753695736701,7.342698867773727,1,2019,2,0,0,7.931291822649984,56,8,Growth,5,3.506907369403907,Suburban,267.49928177249507,10.384394441695086,0,0.0,0.0,6.171512577797157,
1287,1,0.1616824670451964,0.0747895630390335,0.0760531363881929,0.1702285146039294,1.4448816197047851,1.0075277795455788,1.2540221521911066,0.5452421211398376,1.4588674996272748,3.727122861600898,3.189031908973875,0.9835418967095124,-7417.555200332028,1.3462956735366065,166.0391133469945,114.45479707270944,46.34645058088181,1141534.0,143859.0,20.76,-10337.0,0,558,1,52900000.0,0,0,0,1.61,2.3,0,14,885780.0,896117.0,7.516248018209001,31,Master,7,6.175255351012446,5.6486646754704966,7.500320862466003,0.4662248624848484,3.6215165057533847,5,21,4.455216032198756,0.4744100841410672,7.544224055996205,2,2019,2,0,0,8.960973036005997,10,4,Mature,11,6.51125579498166,Suburban,151.4952502234919,11.861464734833378,0,0.0,0.0,4.949542426385254,
2785,0,0.0141545363834956,0.0543409828954331,0.0430052911796841,0.0835867651561398,1.3053478461636865,0.8460076479046837,0.9145115087256992,0.4702712690626775,0.9021768888312744,4.587497868674188,5.912058958818278,0.7955662394916307,-324196.75738187897,0.3202953599059288,94.30897967616944,61.73822056621665,46.9933105525988,3834454.0,729802.0,12.3,-372316.0,1,625,4,104200000.0,0,0,0,3.0,4.1,0,17,4246996.0,4619312.0,5.778422396944404,36,Vocational,7,6.444465540162236,8.468195838047999,6.817580096034799,0.2206433416602113,9.160296986877064,2,43,3.7269182747542975,0.8753756482465052,4.324433976905659,2,2022,1,0,0,6.528346165818453,56,8,Growth,9,5.418720915659329,Urban,610.4942612596242,12.62424777259627,1,229410537.6061429,0.6427986107669033,7.824453423794753,Real Estate
2498,0,0.1652881941836632,0.0504584811844072,0.0421886074086488,0.0779797463325585,1.4213696613000837,0.9059368142973429,0.9334848613869414,0.4651061954031534,1.073987881019009,2.124921042430128,3.879623041815014,0.8443012309418183,-534415.6187433461,1.366800732977599,180.0,94.081305339717,46.66851464047208,3676198.0,548663.0,18.4,-612079.0,0,636,1,55900000.0,60,1,0,3.0,2.6,0,33,6231258.0,6843337.0,5.781179089500842,43,Bachelor,8,3.126457044948165,9.06801863461438,4.638630323115647,0.3357034350937843,7.16504114497644,2,9,7.986783389848666,0.4333587518681868,7.487087366437721,0,2022,1,0,0,7.457078440194124,56,8,Growth,17,6.149408082664767,Suburban,103.81028041331588,9.09892386825416,0,0.0,0.0,6.542005604607532,
1661,0,0.1078994699302458,0.0708496686557184,0.0811097637841323,0.1741399591398033,1.534592759980086,0.9527596329855116,1.2021757725699225,0.5538482768268258,1.4490612330741248,5.337274989817514,5.408842411261449,1.1067441546089112,-1036640.088899964,0.9133363661874006,104.71820302710393,67.48209177624659,31.15084664363924,10280915.0,2417985.0,26.95,-1264012.0,0,715,2,19500000.0,0,0,0,3.0,2.6,0,43,26759368.0,28023380.0,7.091217971446962,48,Bachelor,11,7.864628552044498,5.968618381725071,5.618091212771549,0.5531015232983773,3.3529603580014404,1,14,7.538060591967078,0.7706906168607024,8.379690241679981,1,2023,0,0,0,5.22448792941501,10,4,Mature,16,5.611529662725867,Industrial,302.9425257685486,13.28596794908934,0,0.0,0.0,3.971195235749589,
2420,0,-0.091408397232396,0.0550702955774805,0.0479910057071352,0.0996331852646022,1.0131767014725104,0.6845161508447973,1.2424164666214583,0.545004551514932,1.006083602110917,4.783095283913102,4.126442619249235,0.8669588391331053,-172399.55371486009,0.6848802987738855,130.26844780158876,88.45391386210724,34.49588396659655,2200260.0,868297.0,7.57,-221708.0,1,583,0,129100000.0,0,0,0,3.0,1.7,0,9,3235019.0,3456726.0,4.789153234868274,38,Bachelor,11,4.607178726535086,9.123151473252069,8.005693541493825,0.3334404716656768,8.227590904578847,7,66,3.344312095962968,0.8865013065886638,5.322326112567306,0,2017,5,0,0,5.017345186121152,56,8,Growth,19,6.331399304866301,Urban,689.9226456127253,13.538199533823832,0,0.0,0.0,6.264939466038185,
724,0,0.1038358629899369,0.0271809872412254,0.0227319431541374,0.0396865080109567,2.1448895922115363,1.5293717792080908,0.8118923568470656,0.4450670523691538,0.5412991816505345,4.951709816307157,3.9278400013492334,0.8445447661381406,-1094634.936030024,0.5228796864062227,123.808231864706,92.92639208181102,42.83007257472507,12377520.0,5029508.0,31.75,-1290502.0,0,687,1,55000000.0,0,0,0,3.0,1.6,0,24,24453750.0,25744252.0,7.628469676720529,43,High School,6,7.032726123121025,7.536962458574612,6.0234636072393855,0.3154667310672664,7.322183957149768,13,26,3.878113832092781,0.876148268625189,5.709263194044324,1,2011,11,0,0,8.609237588234167,46,6,Mature,7,3.565963145186338,CBD,809.9450534462921,19.078889181528822,0,0.0,0.0,6.549339788730739,
1971,1,0.0525527583868076,0.0863465766244471,0.0506469816586189,0.101197274988183,1.423033985716187,1.1967527442754782,0.9432567092823008,0.4632798198199871,1.187930901959941,3.205458221013163,0.8328892911265147,0.5482610983903685,964915.9517315724,0.8701204088300645,174.38870321319814,120.0,59.47957234480708,7951604.0,3006646.0,13.38,1368989.0,0,679,1,28400000.0,60,1,0,3.0,1.8,0,34,15967390.0,14598401.0,4.817070212934079,45,Vocational,8,4.609553817909109,5.077344999963246,6.098010104670645,0.2594937332329525,5.578028038056088,6,22,5.789363799945683,0.7936769489389994,7.748124349906145,4,2018,5,0,1,6.310204733152733,10,4,Mature,11,3.254818561607635,Suburban,290.00404614681963,11.575101511161074,0,0.0,0.0,4.485132505484431,
2585,0,0.1276165261614365,0.0552764248904812,0.0433554664216033,0.0865277429073921,1.4507936298154758,0.9062221885851393,0.9015293807938886,0.4563011416102559,0.9583580243502622,1.543675012531582,3.024352447515537,0.7291466654076515,-169936.019589528,0.8512123867127477,180.0,120.0,43.906435177767655,20928470.0,11641305.0,31.45,-207956.0,1,704,1,853900000.0,0,0,0,3.0,6.7,0,38,21203593.0,21411549.0,7.117345061277948,47,Vocational,6,5.2608647779522055,9.236337099332582,8.325719907189015,0.2564721994946267,7.998072043993632,8,34,7.673899537118154,0.6408961033106624,4.272517521189188,0,2016,3,0,0,8.566610127762253,56,8,Growth,24,3.5613642520502595,Urban,527.3555151898447,13.619166010405966,0,0.0,0.0,5.329822180662042,
1020,0,0.1518643623798432,0.0700976463679913,0.0733439499542577,0.1309650758036779,1.7281037449232832,1.0843194768960671,0.7942434120542641,0.4321184064641733,1.7914820553771735,2.981790444309441,4.875724724890812,1.000551665819011,-85327.83244214983,0.5759925047558886,144.84078650102344,74.86066597169796,52.429554736949335,7133690.0,2072861.0,6.93,-120726.0,0,671,2,182700000.0,0,0,0,3.0,3.5,0,26,10998687.0,11119414.0,7.908731626379984,48,Master,13,3.607078826559771,4.54358750524735,8.054956365276198,0.3348660051427567,5.56590996464119,24,11,5.370023774530665,0.6657920181759419,4.134333009591916,3,2000,22,1,0,6.954356861109609,10,4,Mature,6,4.930417323991648,Urban,486.7497066949423,12.647925483023386,0,0.0,0.0,5.374473925813393,
